year,scenario,ch4_gtch4_per_year_excl_lulucf,co2_gtco2_per_year_excl_lulucf,f_gases_gtco2e_ar6gwp100_per_year_excl_lulucf,kyoto_ghg_gtco2e_ar6gwp100_per_year_excl_lulucf,n2o_gtn2o_per_year_excl_lulucf
2013,HISTTP,0.298,34.9,1.12,47.0,0.00989
2014,HISTCR,0.283,34.8,1.11,46.4,0.00975
2014,HISTTP,0.301,35.2,1.2,47.5,0.01
2015,HISTCR,0.287,34.9,1.07,46.6,0.00971
2015,HISTTP,0.301,35.3,1.15,47.6,0.01
2016,HISTCR,0.291,35.0,1.11,46.9,0.00976
2016,HISTTP,0.302,35.3,1.21,47.7,0.0101
2017,HISTCR,0.296,35.7,1.16,47.8,0.00986
2017,HISTTP,0.307,35.9,1.28,48.6,0.0103
2018,HISTCR,0.296,36.4,1.25,48.6,0.01
2018,HISTTP,0.312,36.7,1.35,49.6,0.0103
2019,HISTCR,0.295,36.4,1.33,48.7,0.00997
2019,HISTTP,0.314,37.2,1.41,50.2,0.0103
2020,HISTCR,0.295,34.8,1.36,47.1,0.00996
2020,HISTTP,0.311,35.6,1.47,48.6,0.0105
2021,HISTCR,0.299,36.5,1.48,49.1,0.0102
2021,HISTTP,0.317,37.3,1.54,50.6,0.0106
2022,HISTCR,0.299,36.8,1.55,49.4,0.0101
2022,HISTTP,0.324,37.8,1.61,51.3,0.0106
2023,HISTCR,0.3,37.2,1.6,50.0,0.0102
2023,HISTTP,0.329,38.2,1.67,52.0,0.0107
2024,HISTCR,0.302,37.6,1.7,50.5,0.0103
2024,HISTTP,0.331,38.7,1.74,52.6,0.0108
