geography_type,geography_code,geography_name,parent_geography,clock_basis,observation_count,mean_demand_mw,minimum_demand_mw,minimum_time_end,peak_demand_mw,peak_time_end,load_factor_mean_divided_by_peak,maximum_one_hour_increase_mw,maximum_one_hour_increase_time_end,maximum_one_hour_decrease_mw,maximum_one_hour_decrease_time_end,unit,source_id
subregion,PJM:DUQ,PJM:DUQ,PJM,UTC,8735,1531.481,1057.0,2024-10-09T07:00,2676.0,2024-07-15T21:00,0.572302,187.0,2024-06-22T14:00,-472.0,2024-06-17T22:00,MW,SRC-EIA-930
subregion,PJM:EKPC,PJM:EKPC,PJM,UTC,8735,1617.105,895.0,2024-04-15T07:00,3753.0,2024-01-17T13:00,0.430883,321.0,2024-07-27T16:00,-407.0,2024-01-17T16:00,MW,SRC-EIA-930
subregion,PJM:JC,PJM:JC,PJM,UTC,8735,2527.186,1312.0,2024-04-14T19:00,6175.0,2024-07-16T22:00,0.409261,944.0,2024-05-28T22:00,-666.0,2024-06-27T01:00,MW,SRC-EIA-930
subregion,PJM:ME,PJM:ME,PJM,UTC,8735,1799.031,1066.0,2024-09-08T09:00,3132.0,2024-07-16T20:00,0.574403,376.0,2024-01-17T16:00,-233.0,2024-07-17T00:00,MW,SRC-EIA-930
subregion,PJM:PE,PJM:PE,PJM,UTC,8735,4406.98,2753.0,2024-10-13T09:00,8653.0,2024-07-16T21:00,0.509301,557.0,2024-07-14T14:00,-898.0,2024-07-17T02:00,MW,SRC-EIA-930
subregion,PJM:PEP,PJM:PEP,PJM,UTC,8735,3246.718,2033.0,2024-11-09T09:00,6251.0,2024-07-16T22:00,0.519392,445.0,2024-02-29T12:00,-519.0,2024-06-27T03:00,MW,SRC-EIA-930
subregion,PJM:PL,PJM:PL,PJM,UTC,8735,4727.803,3027.0,2024-10-06T08:00,7425.0,2024-07-10T21:00,0.636741,1219.0,2024-01-16T23:00,-600.0,2024-01-24T17:00,MW,SRC-EIA-930
subregion,PJM:PN,PJM:PN,PJM,UTC,8735,1970.724,1048.0,2024-10-24T06:00,2998.0,2024-07-10T19:00,0.657346,370.0,2024-11-07T13:00,-449.0,2024-12-10T05:00,MW,SRC-EIA-930
subregion,PJM:PS,PJM:PS,PJM,UTC,8735,4888.506,2820.0,2024-03-31T19:00,10158.0,2024-07-16T22:00,0.481247,661.0,2024-04-08T20:00,-824.0,2024-07-18T02:00,MW,SRC-EIA-930
subregion,PJM:RECO,PJM:RECO,PJM,UTC,8735,169.77,108.0,2024-03-31T18:00,416.0,2024-07-16T20:00,0.408101,37.0,2024-07-15T19:00,-35.0,2024-07-17T21:00,MW,SRC-EIA-930
subregion,PNM:ACMA,PNM:ACMA,PNM,UTC,8784,2.033,1.0,2024-01-21T12:00,3.0,2024-01-08T16:00,0.677596,1.0,2024-01-08T16:00,-2.0,2024-04-16T07:00,MW,SRC-EIA-930
subregion,PNM:CYGA,PNM:CYGA,PNM,UTC,8784,21.18,9.0,2024-05-01T08:00,37.0,2024-06-26T23:00,0.572444,7.0,2024-03-07T13:00,-8.0,2024-05-01T06:00,MW,SRC-EIA-930
subregion,PNM:Frep,PNM:Frep,PNM,UTC,8784,64.35,4.0,2024-07-10T15:00,89.0,2024-02-09T10:00,0.723033,37.0,2024-01-18T07:00,-42.0,2024-11-12T15:00,MW,SRC-EIA-930
subregion,PNM:Jica,PNM:Jica,PNM,UTC,8784,2.306,1.0,2024-06-01T10:00,4.0,2024-01-09T15:00,0.576417,1.0,2024-01-02T01:00,-1.0,2024-01-01T17:00,MW,SRC-EIA-930
subregion,PNM:KAFB,PNM:KAFB,PNM,UTC,8784,52.662,39.0,2024-07-27T06:00,74.0,2024-07-16T20:00,0.711644,9.0,2024-04-17T19:00,-14.0,2024-04-17T18:00,MW,SRC-EIA-930
subregion,PNM:KCEC,PNM:KCEC,PNM,UTC,8784,28.767,-4.0,2024-04-14T22:00,65.0,2024-03-18T16:00,0.442567,24.0,2024-03-31T01:00,-24.0,2024-03-30T15:00,MW,SRC-EIA-930
subregion,PNM:LAC,PNM:LAC,PNM,UTC,8784,58.997,42.0,2024-09-17T10:00,91.0,2024-01-11T17:00,0.648315,5.0,2024-06-26T19:00,-9.0,2024-01-12T19:00,MW,SRC-EIA-930
subregion,PNM:PNM,PNM:PNM,PNM,UTC,8784,1154.668,711.0,2024-11-02T19:00,2070.0,2024-08-21T01:00,0.55781,313.0,2024-11-24T01:00,-242.0,2024-11-17T01:00,MW,SRC-EIA-930
subregion,PNM:TSGT,PNM:TSGT,PNM,UTC,8784,284.296,152.0,2024-07-19T11:00,414.0,2024-08-20T01:00,0.686705,75.0,2024-11-10T14:00,-108.0,2024-06-30T07:00,MW,SRC-EIA-930
subregion,SWPP:CSWS,SWPP:CSWS,SWPP,UTC,8784,5503.626,3355.0,2024-03-19T13:00,10500.0,2024-01-16T15:00,0.524155,764.0,2024-01-19T13:00,-2572.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:EDE,SWPP:EDE,SWPP,UTC,8784,621.274,374.0,2024-04-28T10:00,1141.0,2024-06-24T22:00,0.544499,407.0,2024-01-20T07:00,-278.0,2024-01-22T07:00,MW,SRC-EIA-930
subregion,SWPP:GRDA,SWPP:GRDA,SWPP,UTC,8784,869.719,667.0,2024-04-05T06:00,1227.0,2024-08-01T22:00,0.708817,74.0,2024-04-05T14:00,-189.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:INDN,SWPP:INDN,SWPP,UTC,8784,116.65,68.0,2024-03-31T09:00,272.0,2024-06-24T23:00,0.428862,29.0,2024-08-01T17:00,-60.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:KACY,SWPP:KACY,SWPP,UTC,8784,281.501,171.0,2024-09-01T22:00,491.0,2024-06-24T22:00,0.573321,170.0,2024-09-01T23:00,-179.0,2024-09-01T22:00,MW,SRC-EIA-930
subregion,SWPP:KCPL,SWPP:KCPL,SWPP,UTC,8784,1897.586,1162.0,2024-03-31T09:00,3704.0,2024-07-15T21:00,0.512307,272.0,2024-06-24T16:00,-809.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:LES,SWPP:LES,SWPP,UTC,8784,401.27,235.0,2024-04-28T10:00,791.0,2024-07-31T21:00,0.507294,73.0,2024-03-06T07:00,-266.0,2024-07-31T23:00,MW,SRC-EIA-930
subregion,SWPP:MPS,SWPP:MPS,SWPP,UTC,8784,1041.538,633.0,2024-04-24T10:00,1996.0,2024-06-24T23:00,0.521813,342.0,2024-01-20T07:00,-460.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:NPPD,SWPP:NPPD,SWPP,UTC,8784,2078.794,1277.0,2024-05-26T12:00,3837.0,2024-08-02T17:00,0.541776,258.0,2024-03-27T06:00,-638.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:OKGE,SWPP:OKGE,SWPP,UTC,8784,4387.5,2742.0,2024-04-28T10:00,7593.0,2024-08-01T22:00,0.577835,1231.0,2024-01-20T07:00,-1667.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:OPPD,SWPP:OPPD,SWPP,UTC,8784,1699.572,1121.0,2024-04-27T10:00,3006.0,2024-06-24T23:00,0.565393,222.0,2024-03-06T07:00,-952.0,2024-08-01T00:00,MW,SRC-EIA-930
subregion,SWPP:SECI,SWPP:SECI,SWPP,UTC,8784,693.923,476.0,2024-09-23T07:00,1156.0,2024-07-31T22:00,0.600279,71.0,2024-03-22T12:00,-216.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:SPRM,SWPP:SPRM,SWPP,UTC,8784,387.879,239.0,2024-03-30T09:00,781.0,2024-06-24T22:00,0.496644,60.0,2024-07-29T18:00,-182.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:SPS,SWPP:SPS,SWPP,UTC,8784,4178.613,3127.0,2024-03-19T13:00,6230.0,2024-08-19T23:00,0.670724,413.0,2024-02-02T07:00,-705.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:WAUE,SWPP:WAUE,SWPP,UTC,8784,4037.604,3114.0,2024-10-06T10:00,5714.0,2024-01-16T15:00,0.706616,396.0,2024-03-06T07:00,-1047.0,2024-01-20T07:00,MW,SRC-EIA-930
subregion,SWPP:WFEC,SWPP:WFEC,SWPP,UTC,8784,1139.791,810.0,2024-11-03T11:00,2057.0,2024-07-31T20:00,0.554104,588.0,2024-01-20T07:00,-405.0,2024-07-20T06:00,MW,SRC-EIA-930
subregion,SWPP:WR,SWPP:WR,SWPP,UTC,8784,3672.872,2420.0,2024-05-05T10:00,6821.0,2024-07-15T22:00,0.538465,456.0,2024-08-05T16:00,-1550.0,2024-07-20T06:00,MW,SRC-EIA-930
