dataset_id,source_id,record_type,model,scenario,scenario_family,geography,geography_code,region_level,year,metric,technology,technology_detail,scope,value,unit,source_value,source_unit,source_variable,upstream_status,source_vintage,source_file
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,11.24442,GW,11244.42,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1069.97117,GW,1069971.17,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.51728,GW,517.28,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4212.67718,GW,4212677.180000001,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,384.7945,GW,384794.5,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,9.69133,GW,9691.33,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.0498,GW,1049.8,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,109.47074,GW,109470.74,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,1699.60254,GW,1699602.54,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,178.53251,GW,178532.51,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2014,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,349.49321,GW,349493.21,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,95.44395,GW,95443.95,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,3911.35867,GW,3911358.67,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,11.84347,GW,11843.47,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1101.85008,GW,1101850.08,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.51779,GW,517.79,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4316.63997,GW,4316639.970000001,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,390.2805,GW,390280.5,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,9.55397,GW,9553.97,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.3871,GW,1387.1,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,111.90174,GW,111901.74,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,1852.34879,GW,1852348.79,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,226.30913,GW,226309.13,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2015,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,416.38439,GW,416384.39,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,103.8668,GW,103866.8,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4002.36977,GW,4002369.77,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,12.16937,GW,12169.37,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1138.78671,GW,1138786.71,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.52391,GW,523.91,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4417.57012,GW,4417570.12,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,399.1085,GW,399108.5,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,10.37179,GW,10371.79,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.4101,GW,1410.1,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,116.99478,GW,116994.78,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,2020.79198,GW,2020791.98,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,298.12941,GW,298129.41,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2016,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,467.31578,GW,467315.78,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,109.66253,GW,109662.53,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4088.17099,GW,4088170.99,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,12.75398,GW,12753.98,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1157.2461,GW,1157246.1,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.52687,GW,526.87,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4504.90397,GW,4504903.97,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,398.75861,GW,398758.61,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,12.16846,GW,12168.46,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.46668,GW,1466.68,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,119.84336,GW,119843.36,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,2186.94251,GW,2186942.51,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,391.78119,GW,391781.19,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2017,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,514.97185,GW,514971.85,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,116.75116,GW,116751.16,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4218.4096,GW,4218409.6,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,13.19648,GW,13196.48,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1176.25026,GW,1176250.26,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.52685,GW,526.85,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4645.83969,GW,4645839.69,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,405.23769,GW,405237.69,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,16.29771,GW,16297.71,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.51186,GW,1511.86,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,120.36566,GW,120365.66,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,2357.5367,GW,2357536.7,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,487.29606,GW,487296.06,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2018,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,563.51591,GW,563515.91,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,122.53524,GW,122535.24,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4270.528,GW,4270528.0,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,13.82376,GW,13823.76,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1191.76432,GW,1191764.32,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.52483,GW,524.83,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4699.04582,GW,4699045.82,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,403.69179,GW,403691.79,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,18.92726,GW,18927.26,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,2.30285,GW,2302.85,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,120.61256,GW,120612.56,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,2541.48559,GW,2541485.59,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,589.76145,GW,589761.45,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2019,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,623.07599,GW,623075.99,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,129.76515,GW,129765.15,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4338.20683,GW,4338206.83,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,14.16478,GW,14164.78,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1212.06995,GW,1212069.95,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.49114,GW,491.14,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4762.03862,GW,4762038.62,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,397.52639,GW,397526.39,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,20.62922,GW,20629.22,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,1.96656,GW,1966.56,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,122.31942,GW,122319.42,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,2810.89876,GW,2810898.76,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,solar,Solar energy,on_grid_plus_off_grid,721.13354,GW,721133.54,MW,Solar energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2020,installed_capacity,wind,Wind energy,on_grid_plus_off_grid,733.2742,GW,733274.2,MW,Wind energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,bioenergy,Bioenergy,on_grid_plus_off_grid,136.411,GW,136411.0,MW,Bioenergy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,fossil_fuels_total,Fossil fuels,on_grid_plus_off_grid,4391.52056,GW,4391520.56,MW,Fossil fuels,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,geothermal,Geothermal energy,on_grid_plus_off_grid,14.45098,GW,14450.98,MW,Geothermal energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,hydropower,Renewable hydropower,on_grid_plus_off_grid,1235.53345,GW,1235533.45,MW,Renewable hydropower,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,marine_energy,Marine energy,on_grid_plus_off_grid,0.49056,GW,490.56,MW,Marine energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,nonrenewables_total,Total non-renewable energy,on_grid_plus_off_grid,4822.34501,GW,4822345.01,MW,Total non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,nuclear,Nuclear energy,on_grid_plus_off_grid,400.86189,GW,400861.89,MW,Nuclear energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,other_nonrenewable,Other non-renewable energy,on_grid_plus_off_grid,24.50158,GW,24501.58,MW,Other non-renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,other_nonrenewable_nec,Other non-renewable energy n.e.s.,on_grid_plus_off_grid,2.6615,GW,2661.5,MW,Other non-renewable energy n.e.s.,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,pumped_hydro_storage,Pumped hydro,on_grid_plus_off_grid,127.08292,GW,127082.92,MW,Pumped hydro,reported,2026-04-16,irena-world-capacity-2000-2025.csv
DS-IRENASTAT-CAP26,SRC-IRENASTAT-CAP26,historical,,,,World,GLO,world,2021,installed_capacity,renewables_total,Total renewable energy,on_grid_plus_off_grid,3077.11962,GW,3077119.62,MW,Total renewable energy,reported,2026-04-16,irena-world-capacity-2000-2025.csv
